,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
3693,98.70749,-0.64337,-101.29065,-1.27818,198.77549,-144.14691,Horses,-0.05271,0.97548,10.83544,1.67154,True,442.89213
3694,99.86701,0.35212,-102.53945,-1.25011,199.92676,-140.86893,Beach,2.72704,0.82859,11.54814,-1.65090,True,448.06534
3695,100.58467,-0.15797,-99.19692,-1.23962,200.64154,-139.99624,Casahouse,2.20632,-3.67297,13.31083,-2.05484,True,453.32489
3696,100.05430,-0.74759,-98.47181,-1.25860,200.11710,-141.89206,Casahouse,-0.38299,-0.54283,9.49568,2.97382,True,451.03560
3697,100.96070,-1.06542,-100.91593,-1.24298,201.01820,-139.56082,Casahouse,1.01354,0.26690,9.87936,-1.36335,True,454.34556
3698,99.76720,0.24609,-97.37087,-1.29146,199.83760,-148.84832,Beach,0.97666,-1.32429,11.14504,-1.00498,True,450.15055
3699,101.17016,0.77549,-105.68568,-1.24450,201.22842,-139.99765,Mojodojo,2.20188,1.36506,9.48690,1.15056,True,453.00795
3700,100.14799,-0.10881,-97.63120,-1.27770,200.21615,-144.90224,Casahouse,-0.76097,0.95060,10.83353,-1.85128,True,451.92436
3701,99.88723,-1.30877,-99.81172,-1.30284,199.96189,-150.21385,Beach,-0.34326,0.02993,10.94934,3.41542,True,449.53030
3702,101.04206,1.24723,-104.99750,-1.27004,201.10721,-144.27227,Mojodojo,-0.17578,0.28609,13.04326,-2.33263,True,452.71156
3703,99.91235,-1.02216,-100.59503,-1.27900,199.97974,-146.09253,Beach,0.36337,0.40392,10.78980,-4.50618,True,449.26424
3704,99.22655,-0.58047,-99.42362,-1.27106,199.29168,-143.10935,Beach,-0.09042,-0.04548,9.62360,-0.31525,True,446.42092
3705,98.88274,-1.12416,-100.87386,-1.27355,198.95037,-143.75805,Horses,-0.05934,-0.51935,12.45777,1.51292,True,443.97679
3706,101.08143,0.08794,-99.45348,-1.25246,201.14200,-142.17859,Mojodojo,1.28316,-0.78333,11.61448,-1.79599,True,455.68041
3707,101.11842,-0.25946,-96.02766,-1.25692,201.17991,-140.41011,Mojodojo,0.01080,0.33053,11.47825,-1.67904,True,457.57825
3708,99.28415,-1.87907,-101.98790,-1.27119,199.35088,-144.51105,Beach,2.27994,3.38946,9.98456,-0.55204,True,445.42681
3709,100.15268,-0.72852,-94.71314,-1.26171,200.21709,-142.83372,Casahouse,-0.61369,0.14250,11.05615,-1.25267,True,453.40684
3710,101.40310,-0.36628,-100.75036,-1.26127,201.46729,-143.86837,Mojodojo,0.22543,-2.25500,10.47657,-2.58467,True,456.64030
3711,100.45347,0.29723,-101.09232,-1.26593,200.51697,-142.51717,Casahouse,2.11143,0.77343,13.29140,-0.51072,True,451.72119
3712,99.34194,0.83406,-100.18492,-1.28025,199.40980,-145.35351,Beach,1.34067,-2.25514,10.64507,-0.61638,True,446.61723
3713,100.08937,0.53825,-100.87016,-1.24339,200.14939,-141.33260,Casahouse,0.02522,0.10946,12.20756,-1.61024,True,450.01178
3714,101.17864,-1.05511,-103.23235,-1.27003,201.24403,-145.06292,Mojodojo,-0.92809,1.30817,11.11762,-3.06640,True,454.27703
3715,99.40004,-0.44976,-99.93834,-1.26818,199.46576,-140.18424,Beach,0.43274,-2.22661,12.07791,-1.46150,True,447.03103
3716,100.57306,1.00235,-97.19165,-1.24005,200.62962,-140.26762,Casahouse,0.21967,-0.06456,12.97438,-1.99999,True,454.26948
3717,99.13180,0.35177,-93.47738,-1.25308,199.19229,-140.31857,Beach,0.62099,0.13656,11.66889,-4.04722,True,448.92031
3718,101.44659,0.79566,-104.97128,-1.28496,201.51624,-150.75179,Mojodojo,0.37467,0.71472,11.29649,1.88659,True,454.74732
3719,98.64727,0.20071,-99.85539,-1.23856,198.70369,-137.60810,Horses,0.82883,-0.93811,10.45032,-0.90123,True,443.30867
3720,100.46301,0.51552,-102.10781,-1.26018,200.52625,-140.41005,Casahouse,-1.65212,-1.23956,13.10247,-0.72246,True,451.26113
3721,99.27400,-0.76701,-92.91550,-1.23034,199.32931,-133.98908,Beach,-0.24420,-0.05699,13.25226,3.22277,True,449.91223
3722,99.82389,-0.44861,-101.90983,-1.27685,199.89028,-146.55291,Beach,0.55341,-0.43840,12.82806,0.66895,True,448.16453
3723,99.57422,0.58324,-106.36316,-1.26538,199.63817,-145.45488,Beach,-0.25904,-0.90470,14.28776,0.71643,True,444.68951
3724,100.04864,0.45119,-97.42236,-1.28072,200.11628,-148.03435,Casahouse,0.88694,-0.67693,10.86767,0.51270,True,451.53201
3725,101.95816,0.37430,-104.93632,-1.27104,202.02502,-148.28230,Mojodojo,-0.60207,-0.35134,10.38386,1.28082,True,457.32263
3726,99.51957,0.81768,-96.22842,-1.27331,199.58539,-144.45291,Beach,0.24010,2.13376,10.32259,-2.75234,True,449.48364
3727,100.23421,0.79745,-96.52494,-1.28461,200.30428,-147.03201,Casahouse,0.18677,0.70069,10.83249,4.12522,True,452.90858
3728,97.34572,1.05300,-98.61168,-1.25905,197.40778,-139.17964,Horses,-1.58087,1.32315,10.20718,-2.28687,True,437.42276
3729,98.68398,0.37030,-98.51276,-1.28877,198.75597,-144.24885,Horses,0.49274,-0.41502,10.58387,2.89708,True,444.16353
3730,98.83259,-0.94465,-97.47456,-1.29213,198.90538,-149.37371,Horses,-0.19450,0.47554,10.54815,-0.52476,True,445.42565
3731,99.41128,-0.04790,-100.22138,-1.25500,199.47235,-140.45620,Beach,0.49491,-1.40022,10.39700,-1.75508,True,446.94570
3732,98.54082,0.73921,-99.95545,-1.26879,198.60633,-140.76050,Horses,-0.16077,0.05612,9.93129,-1.62960,True,442.72636
3733,99.36654,0.61827,-101.04259,-1.27908,199.43441,-145.05809,Beach,0.23760,1.52369,12.49063,-1.95529,True,446.31142
3734,99.30889,-0.54424,-97.82288,-1.29157,199.37993,-148.22330,Beach,0.49423,2.12900,10.69723,-2.10436,True,447.63299
3735,98.99531,0.77135,-103.52702,-1.23524,199.05087,-133.60575,Horses,-1.08990,2.36775,9.22693,-0.81449,True,443.21306
3736,99.88003,0.51727,-97.14542,-1.26304,199.94386,-139.55210,Beach,0.32831,1.39468,10.93209,0.30897,True,450.82743
3737,100.07846,0.20797,-94.99055,-1.24317,200.13619,-137.78565,Casahouse,-1.68289,0.44956,12.41335,-1.61279,True,452.89701
3738,102.09706,-0.98525,-103.85328,-1.24667,202.15566,-142.60756,Sublime,-3.01078,-0.45492,10.70381,-2.72659,True,458.55868
3739,98.98141,-0.32772,-98.78409,-1.28562,199.05082,-145.04356,Horses,0.28221,1.39941,11.69132,-1.10744,True,445.51499
3740,100.33169,-0.23090,-97.82314,-1.28217,200.40115,-148.14720,Casahouse,0.52077,0.50416,7.58940,1.55402,True,452.74689
3741,99.52266,0.28670,-99.69011,-1.28937,199.59317,-150.79386,Beach,0.88584,-0.84513,10.56270,1.63721,True,447.76822
3742,100.53521,0.02180,-100.57111,-1.24347,200.59303,-139.20342,Casahouse,0.16560,-2.03786,10.57550,-2.92371,True,452.39051
3743,98.70795,0.82541,-97.50650,-1.24400,198.76580,-137.87478,Horses,-0.00446,0.42738,10.08226,-0.26013,True,444.78651
3744,98.80798,-0.59267,-100.29504,-1.27934,198.87552,-143.22584,Horses,0.65622,-2.14679,10.65712,-3.14801,True,443.89240
3745,99.99488,0.18475,-102.11461,-1.23710,200.05127,-134.46122,Beach,-0.06065,-0.22534,11.34456,0.35106,True,448.91708
3746,99.75196,-0.90011,-98.94803,-1.28566,199.82110,-148.97994,Beach,-1.08708,0.38146,11.38870,0.55787,True,449.28578
3747,99.71461,0.06862,-100.07267,-1.25489,199.77544,-139.98977,Beach,0.13948,-1.11748,12.18564,-1.95831,True,448.53670
3748,99.51176,0.20004,-98.41560,-1.29609,199.58293,-149.63923,Beach,0.62787,1.89664,8.40247,2.73737,True,448.35098
3749,100.87940,0.86898,-99.71825,-1.25691,200.94062,-142.65533,Casahouse,0.93305,0.41021,10.40197,-0.42179,True,454.53785
3750,102.03241,0.79684,-102.20597,-1.25778,202.09393,-145.78753,Sublime,-1.01804,-0.09152,10.93395,-3.56438,True,459.05908
3751,101.11245,-0.44813,-100.67600,-1.25009,201.17261,-139.03696,Mojodojo,-1.52756,-0.57421,12.37680,3.45069,True,455.22425
3752,101.16941,0.72979,-99.73402,-1.27085,201.23672,-145.95423,Mojodojo,-0.51337,0.12007,9.75629,0.85115,True,455.98005
3753,100.38628,-0.26247,-102.07714,-1.30487,200.46185,-150.86330,Casahouse,0.38062,0.97024,10.89948,4.00591,True,450.89282
3754,100.40480,-0.19453,-100.52991,-1.26468,200.47005,-141.40071,Casahouse,-1.94129,-1.24106,8.14511,5.18394,True,451.75904
3755,99.02529,0.01603,-93.81865,-1.30063,199.10012,-149.49039,Beach,-0.95039,-0.25012,6.96798,1.22723,True,448.21715
3756,99.26047,-0.76690,-100.70041,-1.29000,199.32982,-148.23630,Beach,-2.99811,-5.02623,9.05740,2.31183,True,445.95215
3757,102.10697,1.24428,-105.64511,-1.27593,202.17277,-146.80112,Sublime,-0.79338,-1.46244,7.64291,2.53126,True,457.71231
3758,99.35406,-1.05949,-95.95048,-1.23934,199.41225,-136.31166,Beach,0.56417,-0.39952,10.89153,2.11899,True,448.79504
3759,100.48232,-0.21544,-101.76722,-1.23546,200.53790,-136.85596,Casahouse,-0.83197,0.69512,11.18300,-0.70446,True,451.52800
3760,100.61715,0.61338,-103.66130,-1.23712,200.67315,-140.32343,Casahouse,1.09651,-0.16979,10.47932,-1.09943,True,451.25509
3761,100.19485,0.08279,-99.98538,-1.27795,200.26160,-143.82756,Casahouse,0.42007,-1.02154,8.57730,0.37498,True,450.98157
3762,98.38131,0.40517,-102.08748,-1.29025,198.45198,-146.62262,Horses,0.32264,1.38100,10.59643,-1.05441,True,440.86280
3763,100.05046,0.82564,-97.46037,-1.28546,200.12120,-143.65039,Casahouse,0.03894,-0.32438,10.04867,1.74241,True,451.52211
3764,100.33063,-0.35399,-102.37195,-1.27829,200.39920,-144.61317,Casahouse,-0.40025,-0.59322,12.68583,-0.53999,True,450.46716
3765,98.91809,-0.30748,-95.60002,-1.26315,198.98236,-139.89424,Horses,0.70731,-0.56899,10.33722,3.08589,True,446.79043
3766,100.23311,1.01017,-106.10109,-1.25797,200.29513,-141.23537,Casahouse,0.19362,1.28052,11.06746,-2.07250,True,448.11498
3767,100.54364,0.39738,-98.56833,-1.24207,200.60235,-138.26664,Casahouse,-1.75477,0.13432,10.75826,1.80133,True,453.43402
3768,100.66534,1.37481,-101.80450,-1.28399,200.73474,-148.36814,Casahouse,-0.31646,0.40442,10.49985,2.44464,True,452.42445
3769,99.58465,-0.10743,-96.55088,-1.28563,199.65274,-147.22504,Beach,0.68490,-1.29095,10.07574,-1.36629,True,449.64783
3770,100.28251,0.53444,-97.95566,-1.23741,200.34047,-139.45797,Casahouse,-0.63480,1.44463,10.20066,-0.69025,True,452.43472
3771,100.29450,-0.07011,-93.57343,-1.29137,200.36685,-150.47062,Casahouse,-0.76140,-0.15617,10.49920,-3.50713,True,454.68577
3772,99.78953,-0.49454,-89.60692,-1.26142,199.85202,-140.55103,Beach,-0.61433,-0.61772,8.69691,-3.61267,True,454.14417
3773,98.18147,-0.31595,-92.10910,-1.28902,198.25166,-142.75691,Horses,2.87989,0.07680,11.24425,-0.04985,True,444.85280
3774,100.65967,0.18211,-103.00951,-1.27457,200.72699,-145.23344,Casahouse,0.87560,-0.99716,9.57934,0.97056,True,451.79360
3775,98.46744,0.40056,-97.51345,-1.25733,198.52928,-142.23985,Horses,-0.35368,0.25296,11.25170,-0.02576,True,443.58049
3776,101.11095,0.60657,-102.30248,-1.22958,201.16580,-136.39399,Mojodojo,-0.18587,-0.74111,12.21803,3.28949,True,454.40353
3777,98.89311,-0.75456,-99.25042,-1.26499,198.95671,-138.85509,Horses,0.24017,-2.10455,11.90692,-2.91875,True,444.84035
3778,99.58706,-0.68373,-95.86585,-1.29981,199.66120,-150.18647,Beach,0.72811,0.02615,12.52612,1.55433,True,450.00238
3779,100.59266,1.38932,-99.87457,-1.28174,200.66010,-147.33030,Casahouse,-0.27035,-1.34806,8.50565,0.82109,True,453.02601
3780,98.65333,0.84185,-93.14319,-1.26319,198.71678,-142.49749,Horses,-0.67761,-3.82216,11.62503,-1.30442,True,446.69503
3781,101.74525,1.10967,-103.23448,-1.24710,201.80425,-139.68672,Mojodojo,0.25625,1.29116,10.86458,-0.08620,True,457.10901
3782,99.75408,0.11390,-100.62737,-1.30178,199.82826,-147.76082,Beach,0.14322,1.05801,13.01799,2.45923,True,448.45669
3783,99.69282,0.37425,-101.41635,-1.25136,199.75288,-137.58906,Beach,-0.99363,-0.92142,8.62644,-4.00525,True,447.75591
3784,100.82897,-0.19870,-100.10087,-1.26396,200.89234,-144.46724,Casahouse,0.03158,-0.16943,11.90688,-1.51669,True,454.09439
3785,98.85213,0.69646,-95.92775,-1.25942,198.91561,-140.69346,Horses,0.69385,-0.09085,10.19392,3.49872,True,446.29678
3786,99.18119,-0.93273,-95.03354,-1.27747,199.25013,-145.35270,Beach,-0.05777,-0.15029,10.59687,4.75250,True,448.38917
3787,99.06274,-1.76527,-99.55466,-1.25060,199.12255,-140.38474,Beach,-1.83080,0.89860,10.36069,-1.28288,True,445.53637
3788,99.35880,-0.34660,-98.81728,-1.27957,199.42786,-146.71316,Beach,-0.48608,-1.72320,10.74911,-1.23959,True,447.38537
3789,100.03335,0.96758,-102.96531,-1.25328,200.09509,-141.24216,Casahouse,0.56303,1.06017,8.89326,1.00976,True,448.68409
3790,98.92024,-0.90876,-102.73172,-1.23844,198.97647,-136.79557,Horses,-2.68181,1.85595,11.61610,-0.85320,True,443.23534
3791,99.87498,0.32689,-102.78253,-1.25265,199.93496,-139.60916,Beach,1.68028,-0.58722,11.27631,-1.29193,True,447.98362
3792,99.56573,-0.97218,-100.20211,-1.26172,199.62852,-139.50342,Beach,-2.07867,0.07690,8.46158,-1.84393,True,447.72758
3793,103.58032,0.49621,-107.41160,-1.30101,203.65464,-154.37596,Sublime,0.22520,1.12096,11.12807,2.22826,True,464.19579
3794,100.96556,-0.91731,-101.27036,-1.25139,201.02575,-141.42017,Casahouse,-1.10478,-0.96347,10.18895,-1.30928,True,454.19261
3795,98.62120,0.11505,-99.26294,-1.27745,198.68804,-146.08842,Horses,0.14070,-1.98040,13.12519,-2.69624,True,443.47453
3796,99.62596,-1.37487,-100.56781,-1.28367,199.69444,-143.24911,Beach,0.28776,0.15573,12.32887,-3.44063,True,447.84591
3797,100.48889,-0.28833,-99.95151,-1.23592,200.54609,-137.26194,Casahouse,-0.47672,-0.82083,11.09607,1.67257,True,452.46870
3798,100.34807,-0.06060,-103.11830,-1.28798,200.41803,-145.86024,Casahouse,0.82247,1.30742,11.42170,-4.59845,True,450.18121
3799,97.88799,0.18259,-95.27883,-1.24608,197.94629,-136.15207,Horses,0.36193,-2.16416,11.22612,-0.94898,True,441.80053
3800,99.28516,0.31254,-97.30445,-1.23501,199.34189,-135.69529,Beach,-0.51024,0.27145,9.06807,1.60986,True,447.77356
3801,98.89303,-2.02923,-100.30056,-1.25712,198.95660,-140.55156,Horses,-0.49932,0.66153,11.33844,0.48215,True,444.31485
3802,100.52925,0.42873,-102.44656,-1.27756,200.59831,-148.75211,Casahouse,-0.38949,0.26696,11.17813,2.14198,True,451.42296
3803,99.98948,0.65952,-97.66289,-1.28842,200.06090,-149.55990,Beach,0.74532,-0.49847,12.48050,2.62867,True,451.11594
3804,100.93739,0.23874,-101.20245,-1.27921,201.00463,-148.31487,Casahouse,-0.98933,-2.19349,12.05385,-0.95782,True,454.08572
3805,100.84733,-0.63757,-98.35967,-1.24475,200.90519,-141.15323,Casahouse,-2.06415,0.07271,10.00534,-1.27697,True,455.05681
3806,99.99572,-0.19991,-100.34520,-1.24946,200.05520,-139.53456,Beach,1.03854,0.50178,12.23614,-2.41534,True,449.80599
3807,98.34974,0.62734,-98.23090,-1.29843,198.42395,-147.86595,Horses,1.29769,-0.85663,9.15160,-0.60488,True,442.63323
3808,100.13218,-0.40558,-101.44448,-1.24077,200.18913,-139.77826,Casahouse,-0.20115,1.98616,12.10477,-2.84929,True,449.93866
3809,97.36311,-1.97298,-91.37258,-1.28410,197.43152,-142.81419,Horses,-0.13016,0.11864,10.44373,-0.53514,True,441.12926
3810,101.25356,1.68642,-102.22855,-1.26591,201.31721,-144.55504,Mojodojo,-0.88203,0.49584,10.58420,-0.97703,True,455.15351
3811,101.85712,0.16396,-103.55020,-1.26479,201.92085,-146.05988,Mojodojo,-1.42628,0.51676,10.56300,-1.01023,True,457.51051
3812,102.43173,0.84433,-103.61852,-1.27821,202.49983,-150.46951,Sublime,-0.39190,0.88088,10.18469,4.77446,True,460.34939
3813,98.43519,0.47456,-98.58348,-1.29705,198.50785,-147.95305,Horses,-0.07990,0.59169,10.55332,1.39517,True,442.88419
3814,100.98171,0.91881,-96.00803,-1.28517,201.05057,-149.76581,Casahouse,-0.83528,0.40588,8.68248,-1.60630,True,456.90452
3815,100.06870,0.52199,-100.69783,-1.27074,200.13455,-142.44764,Casahouse,-0.32715,1.29373,11.60654,0.09756,True,449.99460
3816,100.39175,-0.12042,-102.58303,-1.26262,200.45589,-142.63506,Casahouse,1.65806,0.54018,10.02176,3.11719,True,450.66725
3817,98.60936,0.74143,-101.35675,-1.27336,198.67622,-140.15043,Horses,0.81549,0.39880,10.24278,1.44964,True,442.36840
3818,101.45364,-0.24600,-97.28657,-1.23028,201.50963,-134.91158,Mojodojo,-0.94613,0.29431,11.31886,1.68665,True,458.62493
3819,99.95838,-0.35218,-101.95470,-1.27890,200.02707,-145.88714,Beach,-0.76212,0.01356,10.53515,1.60673,True,448.81456
3820,100.07816,1.33923,-97.28267,-1.25460,200.13924,-143.00157,Casahouse,0.52974,-0.95141,10.62605,-2.25469,True,451.74948
3821,100.92958,0.07313,-101.58765,-1.26333,200.99241,-148.13465,Casahouse,-0.55187,1.00021,10.41972,-4.30391,True,453.85406
3822,99.93655,-0.45232,-95.41477,-1.24791,199.99538,-142.19094,Beach,1.29190,3.11490,9.31699,-0.39119,True,451.97534
3823,99.57324,-0.13415,-98.23953,-1.26975,199.63878,-144.38356,Beach,-0.08032,0.71467,10.91956,-0.87705,True,448.74643
3824,99.64967,-0.94049,-102.74829,-1.26250,199.71281,-140.69547,Beach,0.73316,-0.50899,11.67004,-0.54535,True,446.87423
3825,99.75848,-0.49610,-100.29049,-1.27546,199.82457,-144.19060,Beach,1.74199,2.60809,8.32730,1.18620,True,448.64715
3826,99.62566,-0.44704,-97.22221,-1.24529,199.68431,-135.01089,Beach,0.22313,2.25400,12.43894,-0.51939,True,449.51722
3827,101.10006,-0.28524,-103.78192,-1.26964,201.16400,-143.27373,Mojodojo,-1.51140,-0.71214,9.12628,3.61182,True,453.60932
3828,101.06528,-0.28483,-101.70404,-1.26582,201.13041,-144.04287,Mojodojo,-0.31896,0.46712,12.41395,-2.58771,True,454.47438
3829,99.06727,-1.79121,-105.53330,-1.23407,199.12351,-136.51119,Beach,-1.23710,0.81839,11.40504,1.14946,True,442.56968
3830,101.61236,-0.15462,-102.75713,-1.24287,201.67010,-139.88091,Mojodojo,-0.91744,1.24884,9.99460,0.39788,True,456.68324
3831,100.26633,-0.76857,-105.36156,-1.27344,200.33161,-148.30569,Casahouse,-0.59913,1.49221,8.51959,3.63595,True,448.65088
3832,99.82029,-0.38821,-98.79031,-1.28383,199.88919,-146.83914,Beach,-1.34388,-1.01301,9.99015,-2.69215,True,449.70630
3833,100.84234,0.52877,-100.21406,-1.26160,200.90490,-141.81346,Casahouse,-0.38000,1.12549,11.22425,-0.96883,True,454.10469
3834,98.63924,0.08524,-100.22299,-1.24982,198.69956,-136.47231,Horses,-0.18830,0.54789,12.36727,4.54290,True,443.08470
3835,101.37493,1.22054,-101.20190,-1.28279,201.44409,-150.96112,Mojodojo,0.62048,-0.31563,13.63807,0.90928,True,456.27368
3836,100.16797,-0.58704,-98.19603,-1.24491,200.22678,-139.72516,Casahouse,0.25114,-1.29037,10.11075,2.85112,True,451.74182
3837,99.39704,-0.26663,-97.78936,-1.25168,199.45693,-139.34133,Beach,-0.73050,-2.51596,10.44810,-2.21063,True,448.09054
3838,100.39558,0.62587,-100.99751,-1.26886,200.45967,-142.08316,Casahouse,1.88510,1.02011,13.60755,-0.87125,True,451.47912
3839,100.23729,0.68708,-104.62024,-1.26343,200.30134,-140.99211,Casahouse,-2.27249,-1.47551,9.62510,1.82596,True,448.87634
3840,99.21817,-1.90674,-96.68884,-1.27611,199.28395,-144.47969,Beach,1.31108,-0.71747,15.29398,-0.43364,True,447.74644
3841,99.99271,0.33650,-99.71846,-1.28581,200.06212,-145.25475,Beach,-1.69220,-0.51198,10.81157,-1.10866,True,450.10432
3842,101.42099,-0.17667,-99.04673,-1.27782,201.48878,-146.54670,Mojodojo,-2.49660,-0.07701,13.39624,-0.31599,True,457.58159
3843,100.44017,0.81608,-99.25530,-1.24780,200.50091,-140.04279,Casahouse,-0.19851,1.09157,11.70075,2.94963,True,452.57322
3844,98.26296,-0.04037,-95.40744,-1.23424,198.31807,-137.23720,Horses,-2.02043,2.70533,13.98658,-2.19123,True,443.61107
3845,98.77892,0.40780,-102.93496,-1.27402,198.84514,-142.97384,Horses,0.26802,0.81183,12.15640,-0.36871,True,442.42710
3846,101.37244,2.53416,-98.39334,-1.23489,201.42978,-138.45464,Mojodojo,-0.44323,1.29469,10.04193,0.67735,True,457.66553
3847,100.07067,-1.53010,-102.40567,-1.26737,200.13522,-142.46829,Casahouse,-0.85314,1.18284,13.08772,-0.38510,True,449.15050
3848,99.40518,0.08103,-102.19662,-1.25370,199.46726,-138.14548,Beach,0.10273,0.11665,12.39204,-2.23533,True,445.92760
3849,99.19142,0.61474,-98.73181,-1.25970,199.25384,-136.87524,Beach,-0.57013,-0.47305,10.78260,-2.88256,True,446.59122
3850,101.84068,0.10703,-103.88698,-1.31491,201.91817,-156.97837,Mojodojo,-0.15027,-0.02480,10.91322,1.72289,True,457.25992
3851,99.94187,-0.18603,-101.38479,-1.28242,200.01024,-148.01383,Beach,0.11590,0.64903,11.46006,-2.27414,True,449.01695
3852,100.23028,1.46546,-100.71630,-1.30663,200.30581,-150.50954,Casahouse,0.30292,0.99743,10.25494,0.00649,True,450.79326
3853,100.91004,-1.27804,-100.25289,-1.27319,200.97598,-145.25794,Casahouse,-2.22693,-0.82603,11.74652,-2.33261,True,454.42375
3854,99.19162,-1.13135,-99.05728,-1.27027,199.25689,-145.04415,Beach,2.32680,-0.53581,10.99641,-0.08092,True,446.42945
3855,101.97859,0.67421,-105.44139,-1.26831,202.04374,-145.47380,Mojodojo,0.99601,1.35954,10.32453,1.22239,True,457.17226
3856,99.17260,0.59618,-99.46068,-1.29975,199.24665,-149.95747,Beach,-0.12882,0.28074,9.44335,-1.22204,True,446.13267
3857,101.92665,-0.19832,-97.40911,-1.24815,201.98588,-142.35308,Mojodojo,-0.61245,3.22494,10.52199,-2.43716,True,460.92872
3858,98.34495,-1.19542,-97.60256,-1.29248,198.41641,-146.24696,Horses,0.99446,0.92973,12.18595,0.33017,True,442.92348
3859,101.11405,-0.08693,-99.31377,-1.26623,201.17816,-143.89599,Mojodojo,-1.21899,-1.69835,11.96525,-1.60091,True,455.91339
3860,100.06191,0.19353,-96.00410,-1.25789,200.12328,-142.60743,Casahouse,0.37706,0.04585,13.94944,-2.00883,True,452.30748
3861,98.85092,0.18550,-96.96140,-1.30948,198.92708,-153.60923,Horses,-0.86191,0.45030,14.05669,4.09042,True,445.77391
3862,97.92378,-0.36912,-97.07722,-1.26699,197.98917,-138.50047,Horses,0.31895,0.63546,10.29027,2.10972,True,441.08027
3863,99.66805,1.66670,-94.37693,-1.25966,199.72991,-140.26749,Beach,2.44818,0.22342,9.44088,-2.14705,True,451.15181
3864,100.24078,0.94143,-103.78075,-1.24143,200.29818,-138.31082,Casahouse,-0.94368,1.68508,11.11471,-0.98146,True,449.31355
3865,99.41817,0.30785,-99.46945,-1.25388,199.47861,-140.09716,Beach,0.25218,-0.56736,12.04938,-0.81830,True,447.35614
3866,100.56249,0.83436,-106.21270,-1.24778,200.62224,-140.81336,Casahouse,-0.44194,0.40705,10.31315,1.62128,True,449.70610
3867,100.79733,-0.98026,-106.81672,-1.25142,200.85819,-140.67509,Casahouse,0.26643,0.08260,12.04546,2.34716,True,450.57829
3868,98.43906,-1.21361,-98.98420,-1.27141,198.50616,-145.15357,Horses,-1.24317,-0.62772,11.72272,-0.73716,True,442.70321
3869,101.46392,-0.19828,-99.00526,-1.25823,201.52558,-144.02848,Mojodojo,-1.15925,-1.72635,9.71438,-1.70519,True,457.81699
3870,101.17643,0.70964,-105.53087,-1.26903,201.24264,-145.02035,Mojodojo,-2.25409,-1.11310,10.55661,-1.60012,True,453.11670
3871,100.69187,-0.27821,-101.36017,-1.24039,200.74897,-140.92202,Casahouse,-0.90120,0.14281,12.79495,-0.42134,True,452.77929
3872,100.98420,0.04089,-103.21144,-1.25533,201.04483,-142.61983,Casahouse,1.78255,-0.50686,11.17708,-1.84123,True,453.31528
3873,100.73483,-1.85440,-93.56849,-1.26945,200.80152,-144.71798,Casahouse,-0.55951,-0.58198,11.61244,0.38838,True,456.88993
3874,98.02502,-0.99332,-102.74855,-1.24051,198.08342,-132.01510,Horses,0.22833,0.73352,10.92429,4.32071,True,438.75084
3875,99.79273,-0.01325,-103.99912,-1.23945,199.84948,-137.46187,Beach,0.19081,-0.21287,10.44269,-3.51639,True,446.96408
3876,99.81446,-0.30821,-100.50952,-1.27826,199.88151,-143.84358,Beach,-1.66058,-0.05866,10.85814,-1.51456,True,448.81756
3877,99.02098,-1.43237,-94.07958,-1.24950,199.08200,-136.06128,Beach,0.66581,1.92046,9.36903,1.87415,True,448.06513
3878,101.73036,0.59507,-102.95230,-1.26878,201.79524,-144.48385,Mojodojo,-0.73313,-0.88989,11.45292,-4.42533,True,457.17565
3879,99.39514,0.79458,-95.21582,-1.24771,199.45432,-142.40878,Beach,-0.73822,-3.36803,11.68689,-2.10135,True,449.36778
3880,98.46169,0.09981,-99.08837,-1.27365,198.52940,-141.96397,Horses,2.45112,1.15166,11.01437,-1.53545,True,442.76429
3881,99.51485,0.57090,-99.05305,-1.23561,199.57014,-137.93675,Beach,-1.59604,1.00727,11.87852,-3.00527,True,448.04771
3882,98.22047,-0.12955,-100.04188,-1.28982,198.29263,-148.76662,Horses,-0.48426,-1.01216,9.97374,1.84304,True,441.08140
3883,98.71448,0.00257,-102.36223,-1.26585,198.77832,-144.57138,Horses,-1.61054,1.61136,8.61109,0.65578,True,442.39129
3884,100.91563,-0.64586,-99.95998,-1.28335,200.98429,-148.79366,Casahouse,-2.43969,2.75845,10.51824,-2.46784,True,454.59814
3885,99.73997,-1.52465,-97.04453,-1.26750,199.80588,-142.75124,Beach,-0.38059,0.02224,12.59373,0.22514,True,450.17756
3886,100.90799,0.48399,-104.41533,-1.28031,200.97602,-146.24391,Casahouse,-2.71852,1.09128,10.13415,-2.81206,True,452.33226
3887,97.94694,-0.41599,-98.63924,-1.27979,198.01637,-141.61463,Horses,0.00088,-0.54277,11.18170,2.78906,True,440.41510
3888,101.08474,-0.36952,-97.84548,-1.27824,201.15232,-147.87267,Mojodojo,-1.26911,-0.74126,11.28422,-1.95143,True,456.50094
3889,99.90678,-0.45897,-95.95868,-1.27517,199.97318,-144.57372,Beach,-2.13447,-1.14707,12.37890,-3.39340,True,451.55458
3890,100.35027,-0.32476,-97.43039,-1.28019,200.41884,-144.55930,Casahouse,0.03158,1.57352,10.44365,-1.87163,True,453.03618
