,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
189,Barbie,100.55381,-0.98279,-98.68398,-1.24274,200.61131,-138.13524,Casahouse,-0.15370,0.58676,11.33001,-4.99464,True,453.42705
190,Allan,99.69911,0.62114,-101.85943,-1.23021,199.75427,-135.23686,Beach,-0.23332,0.35182,11.16069,-1.26286,True,447.56583
191,Barbie,100.93818,2.09391,-97.68149,-1.28434,201.00729,-151.04117,Casahouse,-0.01470,-0.27621,10.48990,-1.94060,True,455.85014
192,Allan,99.66789,-0.73432,-96.67086,-1.30536,199.74358,-150.88191,Beach,0.21225,0.55935,12.58929,3.29431,True,450.00403
193,Allan,100.99708,-0.00698,-99.49490,-1.26417,201.06168,-142.02559,Casahouse,-0.37573,0.48039,13.29240,2.31811,True,455.23795
194,Barbie,99.83371,-0.38080,-92.97029,-1.26201,199.89674,-142.56465,Beach,-0.05592,-0.63996,9.77178,-0.59387,True,452.68340
195,Ken,98.82690,-0.33155,-98.38180,-1.26394,198.89064,-142.12297,Horses,-1.91268,-2.49147,10.64375,-1.63880,True,444.94358
196,Barbie,101.17947,0.07402,-103.14621,-1.26598,201.24353,-144.88840,Mojodojo,-1.24711,1.80647,8.96089,-1.88189,True,454.32424
197,Allan,100.54215,-0.21264,-100.95025,-1.24876,200.60227,-139.32526,Casahouse,0.94674,0.41208,10.33689,2.11588,True,452.23563
198,Barbie,101.07211,1.27254,-98.30993,-1.26158,201.13472,-145.66832,Mojodojo,-2.05265,1.56676,10.23121,-1.78024,True,456.20556
199,Ken,100.88646,-0.26542,-96.08202,-1.25575,200.94921,-142.50161,Casahouse,-0.40219,0.86991,11.54373,0.34487,True,456.39130
200,Barbie,99.36794,-1.65090,-98.50542,-1.24104,199.42538,-132.98619,Beach,-1.78664,1.15231,9.23604,0.59201,True,447.58700
201,Allan,98.15796,-0.34299,-102.39113,-1.28589,198.22906,-145.18801,Horses,0.14605,1.23397,10.42049,-0.81457,True,439.59423
202,Barbie,101.70574,-0.04367,-102.32840,-1.24633,201.76445,-142.69556,Mojodojo,0.49480,-2.22018,9.75197,-0.66225,True,457.36449
203,Ken,101.11338,-0.53256,-103.72356,-1.28916,201.18375,-148.34642,Mojodojo,-1.49350,-0.87150,13.37837,-1.48336,True,453.70514
204,Barbie,99.08045,-0.58221,-95.66777,-1.23446,199.13589,-136.25491,Beach,-1.56321,1.63850,10.75110,-1.80254,True,447.56838
205,Allan,99.83176,-1.84306,-97.80490,-1.24746,199.89255,-141.28226,Beach,-0.19550,-0.08087,12.55905,-3.65948,True,450.25637
206,Ken,100.28942,0.53882,-102.02937,-1.27195,200.35652,-143.67974,Casahouse,-1.17674,-2.50464,11.33046,-3.03485,True,450.43242
207,Ken,99.94541,-1.36892,-99.73822,-1.26037,200.00896,-138.41755,Beach,-0.69934,-2.49569,13.45496,-1.81027,True,449.85794
208,Allan,101.91967,-0.48671,-104.84147,-1.25756,201.98315,-145.55028,Mojodojo,1.12111,-0.21018,11.56928,1.27952,True,457.17764
209,Ken,99.71600,-0.20893,-96.71070,-1.26966,199.78129,-143.03610,Beach,-0.09612,-2.22981,8.33643,1.78477,True,450.22463
210,Ken,100.21173,0.53924,-103.71069,-1.26478,200.27561,-143.75740,Casahouse,0.49465,1.26825,13.76250,-0.69574,True,449.20330
211,Barbie,99.12809,-0.20060,-96.42251,-1.28527,199.19699,-143.92876,Beach,0.13838,-0.82875,12.97394,-2.40258,True,447.42920
212,Barbie,100.26803,1.32725,-101.03079,-1.23665,200.32395,-136.55202,Casahouse,0.80574,1.04591,12.88505,-2.16845,True,450.82476
213,Ken,100.31967,-1.31660,-95.29845,-1.28539,200.38952,-147.83265,Casahouse,-0.36473,-0.03288,13.53435,-2.06097,True,453.94911
214,Ken,100.23322,-0.23025,-102.84456,-1.27788,200.29966,-145.43775,Casahouse,1.49470,1.45040,13.26048,-0.92722,True,449.74384
215,Barbie,100.96862,0.15398,-93.95109,-1.24643,201.02724,-140.54985,Casahouse,1.48003,-3.24989,9.80633,-0.87106,True,457.86756
216,Barbie,98.93786,0.11660,-98.90858,-1.23294,198.99306,-136.14436,Horses,0.92141,-1.82877,10.90097,-3.22085,True,445.23499
217,Barbie,98.64319,-1.38935,-93.57640,-1.25514,198.70388,-140.77518,Horses,1.08111,-2.67859,11.86976,-2.10551,True,446.42773
218,Allan,100.06223,0.76408,-104.25700,-1.28382,200.13262,-147.03199,Casahouse,-0.19823,0.08842,10.32892,1.22672,True,448.18266
219,Allan,99.75929,0.05952,-98.67028,-1.30715,199.83532,-152.70443,Beach,0.30972,-0.30320,11.34475,3.39090,True,449.46133
220,Allan,102.02493,-0.29793,-102.88404,-1.25450,202.08706,-139.33393,Sublime,0.52218,-0.02824,8.95886,-0.65748,True,458.68264
221,Ken,99.02137,-0.75646,-104.32332,-1.28695,199.09006,-145.36572,Beach,-0.04684,-1.18472,11.20758,-1.51768,True,442.94518
222,Allan,102.00754,0.83152,-103.38515,-1.24483,202.06707,-142.12706,Sublime,-0.57530,2.22246,11.49172,1.47063,True,458.34511
223,Barbie,100.68917,0.48126,-99.21874,-1.24003,200.74636,-138.83708,Casahouse,-0.38201,0.12888,11.01070,-5.73848,True,453.83648
224,Barbie,100.45447,-0.68247,-98.98404,-1.26757,200.51891,-143.03790,Casahouse,1.26732,-1.05717,13.07430,-4.46564,True,452.78036
225,Allan,100.38723,-0.67495,-102.32591,-1.27936,200.45679,-148.07708,Casahouse,-0.26431,-0.63378,10.95184,-0.53576,True,450.77319
226,Barbie,101.22875,-0.31785,-97.14560,-1.27466,201.29509,-144.34854,Mojodojo,3.14958,-2.26322,9.42730,-2.73057,True,457.57093
227,Ken,100.03605,-1.35955,-98.83947,-1.27732,200.10301,-146.47174,Casahouse,-1.23445,-0.52173,13.84679,0.31480,True,450.76051
228,Barbie,100.33820,0.57058,-102.01056,-1.24087,200.39507,-138.15401,Casahouse,2.45773,-0.61997,11.44605,-1.62017,True,450.68571
229,Barbie,99.85927,-0.91012,-101.41782,-1.24199,199.91638,-139.22159,Beach,2.77736,-2.80173,9.75928,-0.82575,True,448.58746
230,Ken,100.52338,0.08499,-101.87503,-1.27604,200.58999,-146.17166,Casahouse,1.12021,0.64150,12.20775,-1.34511,True,451.67938
231,Barbie,97.75483,0.47113,-95.80628,-1.26419,197.81793,-139.46415,Horses,0.02105,0.27137,10.53321,-2.87135,True,440.87101
232,Barbie,101.21834,0.04208,-103.36228,-1.25084,201.27832,-141.24378,Mojodojo,0.87433,1.02055,10.57301,-2.06753,True,454.41054
233,Ken,98.79309,-1.48752,-97.13040,-1.29192,198.86419,-148.60449,Horses,1.12072,2.37626,13.64614,-1.61243,True,445.40026
234,Barbie,102.13680,0.94009,-102.61878,-1.27386,202.20290,-147.33190,Sublime,-2.07375,-0.79371,12.68744,-2.88453,True,459.37459
235,Allan,99.62273,0.12249,-96.60725,-1.27408,199.69093,-145.24199,Beach,-0.01202,0.35196,11.53962,2.75139,True,449.81004
236,Allan,101.40267,0.30904,-98.09890,-1.28933,201.47320,-150.55985,Mojodojo,0.73931,-0.68440,11.72748,-0.55864,True,457.96388
237,Barbie,99.66794,-0.00140,-101.33493,-1.27075,199.73343,-144.89943,Beach,3.60691,-0.58020,10.51080,-4.22673,True,447.67223
238,Allan,101.19521,-0.53289,-98.64587,-1.22582,201.24981,-136.86312,Mojodojo,0.18765,-0.50466,11.16189,2.69944,True,456.65311
239,Barbie,99.79391,-0.43264,-98.49738,-1.23547,199.84942,-135.40551,Beach,-0.61247,0.85042,8.40678,-1.10562,True,449.72084
240,Barbie,98.70771,0.21364,-99.55883,-1.25855,198.76960,-141.07248,Horses,0.70363,-1.23419,10.85938,-1.93272,True,443.75914
241,Ken,99.20672,0.41581,-96.12952,-1.29288,199.27784,-146.97754,Beach,-1.10530,-1.37912,11.20452,0.23188,True,447.96884
242,Ken,100.94961,1.47914,-103.28039,-1.27266,201.01564,-145.90760,Casahouse,-0.13519,-1.28142,10.90191,-0.43871,True,453.10786
243,Ken,100.46770,-1.29510,-97.73703,-1.26417,200.53258,-141.98598,Casahouse,1.49025,1.68337,10.64524,-1.93555,True,453.46996
244,Ken,100.04184,-0.72096,-101.19602,-1.27634,200.10898,-143.33753,Casahouse,-1.65000,-0.72061,10.23771,-1.60385,True,449.61118
245,Barbie,100.56656,-0.19518,-106.29946,-1.24039,200.62348,-140.69841,Casahouse,0.40517,-1.79947,10.78405,-0.41931,True,449.68308
246,Allan,99.83773,0.37391,-103.03617,-1.24824,199.89781,-140.16696,Beach,0.73860,-1.29392,9.60762,2.39387,True,447.67056
247,Allan,100.31978,0.28390,-100.75232,-1.23731,200.37680,-137.45829,Casahouse,0.11206,-0.10162,11.31087,1.28455,True,451.22274
248,Barbie,99.08422,0.06529,-106.16425,-1.29252,199.15515,-149.08331,Beach,-1.46828,-1.48071,10.27303,-0.27719,True,442.33896
249,Barbie,99.78592,-0.60025,-102.28473,-1.25702,199.84739,-141.92521,Beach,0.41911,1.60573,10.50899,-1.76940,True,447.78723
250,Barbie,100.73951,0.30869,-100.38235,-1.24190,200.79657,-140.96002,Casahouse,0.57787,-0.33187,10.33813,-0.25644,True,453.50637
251,Barbie,100.02843,0.01967,-104.01948,-1.25949,200.09065,-142.04560,Casahouse,0.33477,-0.22635,12.41128,-2.70552,True,448.13239
252,Allan,100.61397,-1.07349,-100.36610,-1.22977,200.67023,-139.31251,Casahouse,0.22834,-0.47517,9.55015,3.70424,True,452.88678
253,Barbie,100.32268,0.84669,-99.86852,-1.26471,200.38598,-142.53286,Casahouse,1.06061,0.07569,13.19830,-3.49607,True,451.67916
254,Ken,100.25923,-0.17978,-104.21751,-1.27874,200.32591,-143.22314,Casahouse,0.26982,1.59091,8.44472,2.80610,True,449.18740
255,Allan,98.93881,-1.25442,-101.35358,-1.24087,198.99735,-136.84943,Horses,-0.16899,0.81271,10.10732,4.05375,True,444.01727
256,Allan,101.35090,0.38585,-102.17802,-1.28837,201.42229,-148.32882,Mojodojo,0.48061,-0.14527,11.14652,1.02376,True,455.66550
257,Ken,102.91052,1.12328,-106.36663,-1.28009,202.97766,-147.95891,Sublime,0.62950,1.80875,10.76042,-2.05431,True,461.36928
258,Barbie,101.00781,-0.39341,-99.68796,-1.26953,201.07230,-144.41355,Mojodojo,-1.45298,-1.03230,9.51891,-1.46435,True,455.19506
259,Ken,102.22814,-1.60558,-100.53660,-1.25752,202.29106,-145.69123,Sublime,0.65806,0.46124,8.02693,2.95697,True,460.87238
260,Ken,99.63911,-0.32599,-101.31155,-1.27755,199.70753,-145.84905,Beach,-1.56158,-1.80013,8.13433,-1.06766,True,447.53977
261,Allan,101.22691,0.78695,-93.98314,-1.23353,201.28391,-142.73522,Mojodojo,-0.89912,0.06612,13.10204,2.49982,True,459.14297
262,Allan,99.16863,-0.30250,-95.22227,-1.29007,199.24093,-147.19795,Beach,-0.37732,-0.19618,10.21731,0.55024,True,448.23202
263,Barbie,99.21244,-0.02713,-97.59702,-1.26232,199.27533,-140.69186,Beach,3.00732,-0.88270,10.03936,0.45465,True,447.26369
264,Ken,101.40254,-0.07575,-99.36980,-1.26522,201.46673,-145.30589,Mojodojo,-0.18438,0.17954,11.98206,-1.60033,True,457.32780
265,Barbie,99.72859,-0.64604,-100.09190,-1.27171,199.79434,-146.06056,Beach,3.58884,-2.01509,12.10447,-2.74877,True,448.59703
266,Allan,100.35844,1.00100,-96.81810,-1.24459,200.41820,-137.04143,Casahouse,-0.89721,0.38255,12.95855,1.32872,True,453.38314
267,Barbie,99.68545,-1.35793,-100.05932,-1.27161,199.75105,-145.46004,Beach,2.53870,-1.52661,10.30518,-2.39349,True,448.39760
268,Allan,101.77999,0.47259,-100.02765,-1.28434,201.85092,-152.01188,Mojodojo,-0.36587,0.30816,11.11468,3.62303,True,458.88614
269,Barbie,98.71899,-0.80426,-94.51775,-1.24336,198.77708,-138.92355,Horses,0.52492,1.67929,10.42927,-2.53734,True,446.33610
270,Barbie,100.50797,0.72413,-100.43318,-1.26075,200.57047,-145.99667,Casahouse,-0.64154,-1.57263,9.88899,-3.63826,True,452.32326
271,Allan,99.56046,-1.10572,-99.50599,-1.24347,199.61862,-138.46392,Beach,0.51450,-0.78608,10.77830,3.40756,True,448.04929
272,Barbie,100.58577,0.28669,-109.43038,-1.25120,200.64547,-140.29877,Casahouse,-0.55828,0.59162,11.38705,-0.29604,True,448.21365
273,Allan,99.88601,-0.02384,-99.31802,-1.29361,199.95828,-149.38184,Beach,-0.78157,-0.22719,11.49240,0.25979,True,449.77102
274,Ken,101.15372,-1.44177,-100.72864,-1.25655,201.21640,-143.45841,Mojodojo,-0.24721,-0.46059,9.13140,3.83578,True,455.40429
275,Barbie,100.03509,1.61121,-98.64952,-1.26253,200.09780,-140.98546,Casahouse,-2.45198,0.51728,12.70369,-2.36191,True,450.85072
276,Ken,101.71307,0.58509,-100.77869,-1.26202,201.77644,-146.23634,Mojodojo,-0.11988,-1.08483,9.77696,-0.85146,True,458.17602
277,Ken,99.15499,0.94246,-100.76703,-1.27507,199.22154,-143.23660,Beach,1.61845,1.70133,9.49223,0.49674,True,445.39142
278,Allan,99.33803,1.44462,-99.68836,-1.27990,199.40627,-145.07792,Beach,0.53689,-0.91083,12.15988,1.72140,True,446.84596
279,Barbie,99.80820,-1.38220,-102.76392,-1.27492,199.87412,-143.23263,Beach,1.43779,-0.91769,10.18931,-1.71581,True,447.65903
280,Barbie,101.26447,-0.89285,-103.18054,-1.26371,201.32744,-142.08133,Mojodojo,1.25108,-1.96720,11.91734,-1.48533,True,454.73208
281,Ken,98.75640,-0.04969,-104.83324,-1.26167,198.82025,-141.94625,Horses,-1.01478,0.26780,12.03013,-0.88251,True,441.36536
282,Allan,100.33676,-0.62687,-102.65137,-1.27754,200.40520,-144.92409,Casahouse,0.67362,1.18206,10.01500,1.07368,True,450.35811
283,Barbie,100.25531,0.17643,-100.53396,-1.23333,200.31065,-137.34661,Casahouse,-1.49057,1.49753,10.14521,-1.24127,True,451.00957
284,Barbie,100.55658,-0.92702,-103.41978,-1.28105,200.62481,-147.03380,Casahouse,1.04013,0.39388,13.28714,-1.94531,True,451.07301
285,Barbie,101.42831,0.98966,-104.86478,-1.28606,201.49742,-149.04897,Mojodojo,-0.70734,-0.29642,9.43920,-1.06700,True,454.70916
286,Allan,100.38087,-0.02240,-100.39775,-1.27595,200.44808,-146.20122,Casahouse,0.21323,0.12758,10.70583,1.90819,True,451.70547
287,Ken,99.27422,0.94833,-99.16006,-1.28494,199.34398,-147.41540,Beach,-0.77034,0.44298,13.00925,1.11005,True,446.79108
288,Ken,98.86895,-0.50413,-102.08372,-1.27435,198.93497,-142.65738,Horses,-1.67467,-1.49274,11.79271,-0.52457,True,443.30291
289,Barbie,100.49584,-0.68482,-98.95568,-1.27893,200.56323,-146.98698,Casahouse,-2.06279,0.90188,12.16403,-3.30062,True,453.00138
290,Allan,99.74460,-0.11724,-100.42202,-1.27749,199.81221,-144.88721,Beach,-0.57007,1.58853,10.24686,0.30472,True,448.51198
291,Ken,101.84103,0.21407,-104.01989,-1.27134,201.90711,-144.93716,Mojodojo,-1.92550,-0.75433,9.44434,1.37824,True,457.19518
292,Barbie,99.38353,-0.53462,-96.94595,-1.25987,199.44579,-144.27692,Beach,1.11664,-0.23613,12.42687,0.48852,True,448.44470
293,Allan,99.07913,-0.44182,-95.43250,-1.30735,199.15482,-148.32464,Beach,1.11807,0.38201,10.16942,0.16576,True,447.67939
294,Barbie,98.59561,0.51884,-93.02761,-1.28426,198.66472,-148.64334,Horses,-1.01706,-0.72167,8.60233,-0.99009,True,446.46423
295,Barbie,101.08031,-0.14661,-96.72433,-1.25120,201.14011,-141.61999,Mojodojo,-0.68751,1.32208,11.51099,-2.71642,True,457.03940
296,Barbie,100.44649,-1.06110,-101.00910,-1.27481,200.51258,-144.28211,Casahouse,-0.73686,-2.53790,11.00498,-1.65671,True,451.72788
297,Ken,100.92650,1.13473,-100.65719,-1.26488,200.99119,-144.62287,Casahouse,0.83053,-1.15036,10.50980,-2.03233,True,454.30393
298,Barbie,100.43507,-0.29455,-97.30593,-1.28708,200.50494,-146.63983,Casahouse,1.20695,-0.40436,11.67277,-1.63033,True,453.52238
299,Barbie,100.35422,-0.30171,-104.19353,-1.28944,200.42432,-148.07558,Casahouse,-0.96069,-0.16203,12.15724,-0.89683,True,449.67435
300,Allan,99.48208,-0.58059,-98.28284,-1.29873,199.55606,-152.02512,Beach,0.13285,0.78199,13.56230,2.68922,True,448.26896
301,Ken,99.68644,-0.06068,-99.47569,-1.26657,199.75230,-140.88553,Beach,-0.48781,-0.54249,8.31585,-1.08133,True,448.69436
302,Allan,100.83244,-1.48728,-103.05964,-1.22652,200.88788,-135.74221,Casahouse,-0.58395,-0.77432,10.01279,0.89603,True,452.63236
303,Barbie,99.74600,-1.08990,-98.53749,-1.29300,199.81715,-150.21953,Beach,-0.55499,0.06298,9.67983,-2.18576,True,449.46124
304,Barbie,100.62400,0.78536,-101.08789,-1.26753,200.68861,-145.03829,Casahouse,-0.05851,1.22082,10.74120,-2.56462,True,452.57605
305,Barbie,99.71934,-0.14169,-98.59173,-1.27811,199.78654,-146.38287,Beach,-1.04123,-2.25969,11.31191,-2.25302,True,449.30085
306,Barbie,98.07582,-0.04896,-100.44824,-1.23884,198.13211,-134.64241,Horses,0.32982,-0.03022,13.13486,-2.02381,True,440.15497
307,Ken,100.80765,0.06224,-104.35734,-1.28090,200.87445,-146.91395,Casahouse,-0.57857,0.69609,12.07487,-1.48433,True,451.85956
308,Barbie,100.27355,-0.55265,-104.40729,-1.26497,200.33728,-143.12546,Casahouse,-1.30213,-1.87790,11.25283,-0.21522,True,449.16410
309,Ken,101.58750,0.20808,-103.42026,-1.27994,201.65412,-147.33785,Mojodojo,-1.15937,0.84969,11.24926,1.61338,True,456.22738
310,Ken,100.68310,0.13880,-98.42859,-1.25464,200.74573,-145.50678,Casahouse,-0.55759,-0.32384,14.20942,1.51583,True,454.20120
311,Barbie,101.46764,0.10781,-101.18558,-1.28303,201.53590,-147.91015,Mojodojo,-1.23398,-0.09605,12.36638,-1.77500,True,456.74543
312,Ken,98.92639,-0.97541,-94.15773,-1.28147,198.99404,-144.19773,Horses,-0.61904,-1.60129,11.28053,-0.84927,True,447.55307
313,Barbie,100.24570,-0.45639,-99.93839,-1.24939,200.30505,-139.99157,Casahouse,1.59667,-0.26353,11.28211,-2.67231,True,451.25932
314,Ken,100.10966,0.50343,-99.63199,-1.29060,200.18032,-146.61528,Casahouse,-0.61191,-0.25805,13.38768,-2.63773,True,450.73231
315,Barbie,100.94870,-0.28680,-98.20279,-1.27508,201.01516,-145.61489,Casahouse,1.40977,-1.88191,11.41169,-3.23870,True,455.64209
316,Ken,98.53668,-1.29632,-97.61966,-1.27843,198.60402,-142.83325,Horses,1.70287,1.15658,15.01588,1.46027,True,443.87358
317,Ken,101.24497,1.03107,-102.17115,-1.27198,201.30967,-143.47520,Mojodojo,0.23937,0.30928,10.60204,-0.61366,True,455.13926
318,Allan,100.76581,-0.08337,-97.15163,-1.22327,200.82010,-136.43145,Casahouse,-0.35076,0.00467,10.60290,1.39447,True,455.25322
319,Allan,99.84049,0.30938,-100.37695,-1.25841,199.90276,-142.83626,Beach,0.04102,-1.16265,11.20540,3.45740,True,449.01395
320,Barbie,101.43024,-0.22716,-98.93859,-1.24956,201.48968,-142.03638,Mojodojo,-3.04464,1.63868,12.40731,-0.65868,True,457.68192
321,Barbie,99.24991,-0.94844,-97.32332,-1.26418,199.31296,-141.32048,Beach,-0.38169,-0.17384,12.72142,-1.92504,True,447.58787
322,Allan,99.93094,-0.71154,-102.87971,-1.29925,200.00513,-149.14923,Beach,-0.15356,-0.81995,11.16770,2.85429,True,448.21485
323,Ken,101.37610,0.43423,-106.84454,-1.28900,201.44658,-149.51681,Mojodojo,1.93610,2.80265,12.48680,-0.41447,True,453.45824
324,Barbie,99.85470,2.11389,-98.69583,-1.25118,199.91429,-137.68868,Beach,-0.37154,-1.22924,11.37540,0.12289,True,449.92561
325,Barbie,100.65175,-0.46144,-101.50218,-1.24855,200.71103,-139.98105,Casahouse,0.08475,1.80676,10.35319,-3.17865,True,452.50765
326,Ken,99.66603,0.74056,-100.30610,-1.28848,199.73581,-148.06886,Beach,-0.24848,0.84415,8.19218,2.98427,True,448.17711
327,Allan,100.70799,1.08996,-105.17687,-1.30908,200.78398,-150.49626,Casahouse,0.11959,-1.14217,12.23285,4.05960,True,450.95151
328,Allan,100.17423,-1.31648,-103.28072,-1.31033,200.25057,-152.65927,Casahouse,-0.39433,-0.49739,10.37554,0.51989,True,449.23078
329,Ken,101.17224,0.23586,-103.11965,-1.28144,201.24102,-147.35331,Mojodojo,0.10823,-0.34125,10.19342,-1.45784,True,454.30138
330,Ken,101.19072,-0.71770,-99.45625,-1.28110,201.25926,-146.67827,Mojodojo,0.11427,-0.10793,11.03739,-2.40205,True,456.22548
331,Ken,100.59558,-0.17626,-101.39949,-1.26211,200.65957,-142.29422,Casahouse,0.72667,1.79451,9.85451,-1.35588,True,452.27818
332,Barbie,99.87252,-0.42716,-100.32161,-1.24799,199.93168,-139.12501,Beach,0.10537,0.53345,12.62499,-1.31555,True,449.20182
333,Barbie,100.47816,1.22624,-100.93363,-1.27899,200.54559,-147.45409,Casahouse,0.94481,-2.07146,12.54945,-3.03638,True,451.92397
334,Allan,101.05688,-0.03835,-100.93520,-1.23556,201.11347,-137.86097,Mojodojo,-0.33295,0.28332,11.96210,3.57052,True,454.81680
335,Allan,97.66749,0.28885,-97.12549,-1.24946,197.72779,-136.11325,Horses,-0.68790,-0.17485,11.91830,3.23432,True,439.77468
336,Allan,100.14618,-0.47081,-95.08812,-1.24999,200.20788,-140.98614,Casahouse,-0.64654,-0.53299,11.09828,1.56078,True,453.18686
337,Barbie,98.32305,-0.88675,-94.35105,-1.24074,198.38033,-134.02054,Horses,0.52111,-1.39260,12.78450,-0.89885,True,444.43974
338,Barbie,98.58108,-1.33077,-92.16755,-1.23716,198.63697,-137.52589,Horses,-0.54859,1.28854,11.22959,-2.23167,True,446.82164
339,Ken,100.10135,-0.21203,-98.42009,-1.27387,200.16878,-147.78026,Casahouse,1.84539,2.92555,11.43923,-1.59485,True,451.29670
340,Ken,99.30880,0.70703,-97.71964,-1.26552,199.37366,-142.80164,Beach,0.26318,0.87243,13.91977,1.36929,True,447.68417
341,Barbie,99.67462,-1.00074,-99.31293,-1.28331,199.74343,-145.04508,Beach,-2.15152,2.05482,9.38100,-1.20163,True,448.71661
342,Barbie,101.71206,1.09260,-100.90082,-1.26151,201.77453,-146.34614,Mojodojo,-1.93555,2.12185,12.11697,-3.50905,True,458.10989
343,Allan,101.36776,0.42554,-104.94566,-1.22626,201.42234,-137.69417,Mojodojo,0.48610,0.49179,12.62220,1.54562,True,454.36598
344,Ken,100.53269,-1.20050,-102.34630,-1.26698,200.59643,-143.34601,Casahouse,0.99939,1.51247,13.94753,0.37437,True,451.49029
345,Barbie,100.08115,-0.55604,-100.70447,-1.25968,200.14353,-142.52625,Casahouse,-0.00386,-1.18172,11.18128,-4.26499,True,450.05351
346,Allan,99.94984,-0.48875,-99.23974,-1.28316,200.01969,-148.46547,Beach,-0.78561,1.10933,10.31976,-1.84931,True,450.12935
347,Allan,99.50299,0.47295,-103.19017,-1.23744,199.56139,-137.48831,Beach,-0.44396,0.05133,10.89670,1.30803,True,445.91986
348,Ken,101.32784,0.80749,-99.77119,-1.26874,201.39343,-146.53031,Mojodojo,2.29568,3.42906,11.04565,0.52375,True,456.75362
349,Allan,99.71154,-0.66434,-108.25650,-1.29136,199.78344,-149.28845,Beach,-0.19412,-0.95446,10.02645,0.13884,True,444.42946
350,Ken,100.96287,1.06400,-101.98969,-1.26861,201.02676,-143.52430,Casahouse,1.33686,1.71167,11.46380,-0.54597,True,453.81951
351,Allan,99.82852,1.01585,-97.98496,-1.25654,199.89174,-138.31985,Beach,-0.85241,0.27822,10.60829,1.68494,True,450.15012
352,Ken,100.11300,0.29567,-103.77983,-1.28982,200.18235,-149.88222,Casahouse,-0.95884,-0.40819,9.59198,0.33115,True,448.67510
353,Ken,101.25203,-0.11097,-104.74615,-1.27552,201.31820,-147.36176,Mojodojo,-1.22271,-2.30556,13.14956,-0.90859,True,453.88708
354,Ken,101.61072,-0.93953,-102.13447,-1.28638,201.68049,-149.44936,Mojodojo,0.17051,2.44704,13.01320,0.74061,True,456.98637
355,Barbie,101.13790,-0.86657,-98.10059,-1.23120,201.19268,-135.86629,Mojodojo,0.46210,-1.63876,10.34504,-2.42120,True,456.63921
356,Allan,100.01985,-0.01296,-103.94971,-1.25919,200.08301,-142.90842,Casahouse,0.45624,0.64783,11.84191,3.27822,True,448.12440
357,Ken,100.71290,-0.97092,-100.19575,-1.28813,200.78254,-148.44474,Casahouse,1.01786,0.68835,9.89594,2.60940,True,453.46665
358,Ken,99.58425,-0.61429,-99.07875,-1.28066,199.65153,-145.41957,Beach,1.09951,-1.99105,11.74982,-0.36197,True,448.38187
359,Ken,100.61165,-0.79083,-102.76094,-1.29358,200.68245,-151.19231,Casahouse,0.99384,-0.22629,12.44128,-1.29555,True,451.67778
360,Ken,99.20304,-1.39838,-101.45501,-1.27622,199.27005,-143.02880,Beach,0.23714,1.24586,10.22194,0.22690,True,445.28767
361,Allan,100.89364,0.01929,-101.68551,-1.26479,200.95917,-144.72149,Casahouse,-0.29724,0.73813,10.78604,-2.24061,True,453.62546
362,Barbie,100.68214,0.45152,-105.12287,-1.28562,200.75115,-150.98003,Casahouse,0.17479,-0.87577,10.29158,-1.72199,True,450.84924
363,Ken,99.85390,0.39152,-100.05999,-1.27472,199.92005,-146.44492,Beach,-2.29740,-2.17800,12.64453,-0.23296,True,449.23951
364,Ken,98.65924,0.41701,-98.34958,-1.28777,198.72821,-145.09010,Horses,0.12689,0.03452,12.34097,-2.23024,True,444.12141
365,Barbie,100.85953,1.26907,-102.62210,-1.27104,200.92464,-143.81190,Casahouse,0.81665,0.36110,12.55614,-5.15860,True,452.98659
366,Barbie,99.85339,0.68073,-99.35209,-1.26282,199.91672,-141.98239,Beach,-0.53546,0.02914,11.33504,-1.99631,True,449.59091
367,Ken,100.58707,0.63715,-97.69794,-1.29268,200.65773,-150.34018,Casahouse,1.55428,0.84276,12.00137,-1.42306,True,454.08637
368,Allan,100.18670,0.54420,-95.70656,-1.27752,200.25453,-145.54641,Casahouse,0.21447,0.18557,11.34556,2.33306,True,453.08022
369,Barbie,100.61878,-0.57834,-99.62562,-1.27891,200.68597,-142.85028,Casahouse,1.59501,1.46237,12.80802,-0.15322,True,453.28109
370,Allan,98.22364,-0.95565,-98.61594,-1.30371,198.29934,-148.45128,Horses,-0.68173,-1.01634,11.27231,1.59030,True,441.81025
371,Barbie,99.22035,0.10395,-97.41385,-1.29117,199.29136,-144.82398,Beach,0.49289,-0.34643,11.13285,-2.07460,True,447.39483
372,Barbie,99.99029,-0.32551,-102.01605,-1.26319,200.05303,-144.52854,Beach,1.88698,-0.57536,11.91600,-0.68591,True,448.94342
373,Ken,99.17010,-0.13286,-103.44010,-1.26567,199.23554,-145.62821,Beach,0.09251,-2.42194,10.47865,-1.49433,True,444.13045
374,Barbie,98.55757,-0.71731,-100.49301,-1.27580,198.62442,-144.18683,Horses,0.47010,-1.31580,10.44928,-2.62083,True,442.54133
375,Barbie,100.71783,-0.98295,-102.35096,-1.23540,200.77344,-140.80545,Casahouse,-0.41203,-0.19911,10.92470,-0.62583,True,452.41368
376,Barbie,98.88004,-0.94084,-95.79015,-1.25855,198.94188,-141.54960,Horses,-0.61224,-0.66032,10.95772,-0.47541,True,446.50511
